format	definitions	instances	example
Integer	5	22	https://api.swaggerhub.com/apis/vignesh_a/firstDataAPI/3.0.0
bool	5	7	https://api.swaggerhub.com/apis/lauriChu/PropertyCross_ApI/1.0.0
csv	5	79	https://api.swaggerhub.com/apis/stink123456/exorath_servers/1.0.0
currency	5	22	https://api.swaggerhub.com/apis/s.pieri/Elixir.Connector/1.0.0
full-date	5	32	https://api.swaggerhub.com/apis/pavb/Flyoff/0.0.1
int6	5	5	https://api.swaggerhub.com/apis/timskitour/timstest-alfresco-rest-api/1
ip	5	19	https://api.swaggerhub.com/apis/wangzw/test/1.0.0
ip-address	5	5	https://api.swaggerhub.com/apis/vagur/freeely-device_control_and_monitoring_api/0.0.1
uint16	5	13	https://api.swaggerhub.com/apis/wencan/iwesee/1.0.0
uint64	5	50	https://api.swaggerhub.com/apis/wencan/iwesee/1.0.0
urn	5	18	https://api.swaggerhub.com/apis/rjweeks/securemessage/1.0.0
DateTime	4	8	https://api.swaggerhub.com/apis/torbent/rm-risk/1.0
ISO 8601	4	16	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
XXX-XXXX-XXXX	4	4	https://api.swaggerhub.com/apis/kjh15011/ThingPlug2Serivce/1.0.0
YYYY	4	4	https://api.swaggerhub.com/apis/yates009/IRE/1.2
YYYY-MM-DD-HH-MM-SSSSS	4	8	https://api.swaggerhub.com/apis/kjh15011/ThingPlug2Serivce/1.0.0
address	4	6	https://api.swaggerhub.com/apis/surveylocal/SurveyLocal/1.0.0
int64;	4	8	https://api.swaggerhub.com/apis/robert.newman21/Notes/1
ipv4	4	5	https://api.swaggerhub.com/apis/Raphx/vmlauncher-server/1.0.0
numeric	4	9	https://api.swaggerhub.com/apis/NyKo24/ms-modele/1.0.0
objectid	4	39	https://api.swaggerhub.com/apis/Vivien/modules-api/1.0.0
varchar	4	61	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
0/1	3	67	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
>0	3	34	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
Bearer token	3	30	https://api.swaggerhub.com/apis/timfogarty-deluxe/SferaSAP/1.0.0
CVE-YYYY-NNNN	3	6	https://api.swaggerhub.com/apis/santosomar/openVuln/0.0.3
Two letters ISO (de,en)	3	5	https://api.swaggerhub.com/apis/dolice/SitecoreNotifications/1.0.0
Y-m-d H:i:s	3	5	https://api.swaggerhub.com/apis/warlock121/pelmennaya-api/1.0.0
^\d+$	3	5	https://api.swaggerhub.com/apis/tanis/as-json_api/1.0.0
cisco-sa-XXX	3	6	https://api.swaggerhub.com/apis/santosomar/openVuln/0.0.3
date-Time	3	5	https://api.swaggerhub.com/apis/tiscca/GeschaeftsfallApi/v0.1
date_time	3	4	https://api.swaggerhub.com/apis/sgerardi/Airwave/1.0.0
dd/mm/yyyy	3	11	https://api.swaggerhub.com/apis/ViajerosAdoquier/api/0.0.1
duration	3	14	https://api.swaggerhub.com/apis/rimoe/TM1Rest/10.2.2.6
hex	3	4	https://api.swaggerhub.com/apis/vagur/freeely-device_control_and_monitoring_api/0.0.1
html	3	3	https://api.swaggerhub.com/apis/treesoft/digital-platform/1.0.0
in32	3	6	https://api.swaggerhub.com/apis/Smirl/Jacquard/4.0.0
int1	3	4	https://api.swaggerhub.com/apis/Kelhen/bluebox-oic_services/1.0.0
int10	3	10	https://api.swaggerhub.com/apis/walker/Tallyfy/1.0.0
int11	3	9	https://api.swaggerhub.com/apis/mohanasrinivasan/RentSher/v1
int8	3	3	https://api.swaggerhub.com/apis/ofitz/SteakServer/1.0.0
objectId	3	3	https://api.swaggerhub.com/apis/wadehuang36/Tiplr/1.0.0
path	3	5	https://api.swaggerhub.com/apis/Signiant/MediaShuttle/1.0.0
phone-number	3	5	https://api.swaggerhub.com/apis/suesse/SupplyOrders/1
signed integer	3	3	https://api.swaggerhub.com/apis/Zied_SIK_SLEM/AC_SDK_PLAY/1.0.0
srtring	3	3	https://api.swaggerhub.com/apis/vlcservices/vlc-talz-dosage-service-v2/1.0.0
timeSpan	3	6	https://api.swaggerhub.com/apis/mboriani/Board/1.0.0
tinyint	3	4	https://api.swaggerhub.com/apis/waden34/StrumAndSip/1.0.0
yyyyMMddTHHmmss	3	7	https://api.swaggerhub.com/apis/PALFINGER/PALIPEDIA-BACKEND/1.0
$ref '#/definitions/AppliedDiscount'	2	2	https://api.swaggerhub.com/apis/mrk/qa_api/1.0.0
1	2	6	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
10	2	3	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
12345	2	12	https://api.swaggerhub.com/apis/ncapeta/gpadf/0.0.1
14 символов	2	22	https://api.swaggerhub.com/apis/adaskin.turbotechnology.ru/T9Gate.devel/1.0
16 hex-символов	2	10	https://api.swaggerhub.com/apis/adaskin.turbotechnology.ru/T9Gate.devel/1.0
20	2	3	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
DD/MM/YYYY	2	3	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
Float	2	2	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
Guid	2	2	https://api.swaggerhub.com/apis/mboriani/Board/1.0.0
IPv4 Address	2	6	https://api.swaggerhub.com/apis/cisco-ccf-nws/VPNaaS/1.0.0
IPv4 CIDR address	2	6	https://api.swaggerhub.com/apis/cisco-ccf-nws/VPNaaS/1.0.0
ISO 3166-1 alfa 2	2	8	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
ISO 3166-1 alpha-2	2	2	https://api.swaggerhub.com/apis/vilakshan/Bidgely/2.1
ISO 639-1	2	5	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
ISO8601	2	8	https://api.swaggerhub.com/apis/kuindji.quantomic/ssocial/1.0.0
Int64	2	3	https://api.swaggerhub.com/apis/verrice/ScribesAPI/1.0.0
MIME	2	10	https://api.swaggerhub.com/apis/wuxiuchao/L3VPN-SBI/1.0
ObjectID	2	3	https://api.swaggerhub.com/apis/TPXP/Webaz-Licences/1.0.0
Two Letters ISO (de,en)	2	2	https://api.swaggerhub.com/apis/dolice/SitecoreNotifications/1.0.0
URI	2	3	https://api.swaggerhub.com/apis/vinnarasu/ncs-marketplace/1.0.0
UiT	2	3	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
\d+	2	7	https://api.swaggerhub.com/apis/tanis/as-json_api/1.0.0
^S*$	2	10	https://api.swaggerhub.com/apis/vidcentum/portal/1.0.0
^\d*$	2	2	https://api.swaggerhub.com/apis/tanis/as-json_api/1.0.0
alphanumeric	2	21	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
char 1	2	6	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
char 2	2	12	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
code	2	2	https://api.swaggerhub.com/apis/neopost/eccomvp/1.0.0
color	2	2	https://api.swaggerhub.com/apis/treesoft/digital-platform/1.0.0
coma delimited values	2	2	https://api.swaggerhub.com/apis/nchursin/LS_DescribeAPI/0.1.0
comma-sepreated list of answer-ids	2	2	https://api.swaggerhub.com/apis/jpunz/mc-503_ex_2/1.0.0
custom	2	5	https://api.swaggerhub.com/apis/ponelat/aww-snap/1.0.0
data	2	4	https://api.swaggerhub.com/apis/pperzyna/lider-parking/1.0.0
data-time	2	9	https://api.swaggerhub.com/apis/Zetaphor/big-commerce_catalog_api/3.0.0b
date-format	2	3	https://api.swaggerhub.com/apis/sanjeev/gpi-api/1.0.15
date-fullyear-date-month-date-mday	2	2	https://api.swaggerhub.com/apis/DBiT/pigal/v0
dd-mm-yyyy	2	7	https://api.swaggerhub.com/apis/FF2i/api-passerelles/0.0.1
dd/MM/yyyy HH24:MI:ss	2	4	https://api.swaggerhub.com/apis/indiegente/senati_api/1.1.0
e-mail	2	4	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
email;	2	2	https://api.swaggerhub.com/apis/kazmierczakpiotr3/TestProject/1.0.0
enum - citizenship test - citizenship conferral - ...	2	2	https://api.swaggerhub.com/apis/ndis/marketplaceServices/1.0
enum(F,J)	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
epoch	2	4	https://api.swaggerhub.com/apis/wenbo-lotusflare/subscription-manager/1.0.0
generic-id	2	2	https://api.swaggerhub.com/apis/pchipman/provider-search/1.0.0
identity	2	36	https://api.swaggerhub.com/apis/trntga/forum/0.1.0
image	2	7	https://api.swaggerhub.com/apis/darkwater84/multicomm-app_api/1.0.0
in	2	24	https://api.swaggerhub.com/apis/damien.broqua/HomePlannerWS/0.0.1
innt64	2	2	https://api.swaggerhub.com/apis/joaosoranz/marketplace-api/1.0.0
int 11	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
int-or-string	2	2	https://api.swaggerhub.com/apis/kiranmeduri/kubernetes-apiserver/unversioned
intMin0Max7	2	4	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
intMin1Max3	2	2	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
intMin1Max32	2	2	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
intMin46Max9600	2	2	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
integer32	2	5	https://api.swaggerhub.com/apis/manciniadriano/ENERGIS/1.0.0
intn64	2	2	https://api.swaggerhub.com/apis/joaosoranz/marketplace-api/1.0.0
ipv6	2	2	https://api.swaggerhub.com/apis/helen/mock-test/1.0
iso-3166-1-alpha-2	2	3	https://api.swaggerhub.com/apis/przemeksroka/customer-api/1.0.0
iso8601	2	2	https://api.swaggerhub.com/apis/kv109/SOLID/1.0.0
java.util.date	2	6	https://api.swaggerhub.com/apis/vm001uec/campaign/1.0.0
locale	2	2	https://api.swaggerhub.com/apis/vaganovk/InvisiblePaaS/1.0.0
markdown	2	11	https://api.swaggerhub.com/apis/marianosabatucciemerios/Q4P/1.0.0
mask	2	23	https://api.swaggerhub.com/apis/townie/products-api/1.0.0
maxLen200	2	25	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
maxLen255	2	2	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
maxLen36	2	20	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
maxLen36AlphaNumericDashUnderscore	2	42	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
maxLen400	2	8	https://api.swaggerhub.com/apis/wuxiuchao/WANVPN-NBI/0.1.0
md5	2	6	https://api.swaggerhub.com/apis/zezeron/hedefIN/v2
mm/dd/yyyy	2	4	https://api.swaggerhub.com/apis/ums-dev/HOTSTAR-UM-COMPOSITE/0.0.1
name	2	17	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
phone_number	2	3	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
real	2	2	https://api.swaggerhub.com/apis/MitchellBurton/WXTiles/v0
rfc3986	2	44	https://api.swaggerhub.com/apis/kfolinus-endava/wam-left_shark_consumer_portal_api_documentation/1.2.4
seconds	2	7	https://api.swaggerhub.com/apis/wenbo-lotusflare/subscription-manager/1.0.0
short	2	14	https://api.swaggerhub.com/apis/RedRoof/RediStayApi/v1
small	2	2	https://api.swaggerhub.com/apis/rajeshknigam/Student/1.0.0
sort[id]=asc	2	4	https://api.swaggerhub.com/apis/Icdev/affise-api/2
text/xml	2	2	https://api.swaggerhub.com/apis/VolkerZippel/proof-of_concept/1.0.0
textarea	2	3	https://api.swaggerhub.com/apis/mdsina/selectel-dns/1.0.0
time-span	2	7	https://api.swaggerhub.com/apis/Mithardir/merz-project_84_test/v1
timezone	2	2	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
uint	2	5	https://api.swaggerhub.com/apis/wthiti/Cazzme/1.0.0
unix_timestamp	2	6	https://api.swaggerhub.com/apis/vilakshan/Bidgely/2.1
utc-millisec	2	10	https://api.swaggerhub.com/apis/midoblgsm/serviceBroker/1.0
utf-8	2	10	https://api.swaggerhub.com/apis/kfolinus-endava/wam-left_shark_consumer_portal_api_documentation/1.2.4
uuid4	2	5	https://api.swaggerhub.com/apis/darkspark/image-service/1.0.0
varchar 10	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 100	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 12	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 128	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 20	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 25	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 250	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 255	2	9	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 30	2	9	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 50	2	21	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 60	2	9	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 64	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
varchar 9	2	3	https://api.swaggerhub.com/apis/morvanabonin/kinghost-api/1.0
yes | no	2	2	https://api.swaggerhub.com/apis/krachman/appmixer-components/1
yyyy-mm	2	4	https://api.swaggerhub.com/apis/vilakshan/Bidgely/2.1
yyyy-mm-dd hh:ii:ss	2	10	https://api.swaggerhub.com/apis/Icdev/affise-api/2
yyyy-mm-ddThh:MM:ssZ	2	2	https://api.swaggerhub.com/apis/lcfrs/planet.v0.test/v0
#$ref/definitions/Calculator.subtract.params	1	1	https://api.swaggerhub.com/apis/fboranek/calculator-example/1.0.0
%d-%m-%y:%M-%h	1	2	https://api.swaggerhub.com/apis/kyzi007/iac-billing/1.0.0
(+7)9091234567	1	5	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
+ve	1	11	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
-180 до 180 с 6 десятичными знаками	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
-90 до 90 с 6 десятичными знаками	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
/\A\h{40}\z/	1	1	https://api.swaggerhub.com/apis/nepalez/Gero/0
/^(?:[a-zA-Z0-9]{4}-?){4}$/	1	1	https://api.swaggerhub.com/apis/pulsedns/PulseDNS/1.0.0
/root/path/to/application	1	1	https://api.swaggerhub.com/apis/dvjunior/ocs-inventory-api/1.0.0
/wiki/{article-id}	1	1	https://api.swaggerhub.com/apis/rj-jesus/makerlab/0.0.1
0	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
0 -> 100	1	5	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
0 or 1	1	2	https://api.swaggerhub.com/apis/rohit.menon/Adminder-Web/1.0.0
0-255	1	1	https://api.swaggerhub.com/apis/paulmandal/led-control-api/0.0.1
0/1/2/3	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
0000-00-00 00:00:00	1	4	https://api.swaggerhub.com/apis/stephan.reins/storefronts/1.0.0
00000	1	1	https://api.swaggerhub.com/apis/dianacerra0901/registro-unico_services/2.0.2
0909999999	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
0|1|2	1	4	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
1 or 0	1	1	https://api.swaggerhub.com/apis/brainsolutions/AnnaWebApi/1.0
1,2,3	1	1	https://api.swaggerhub.com/apis/reine/Lanetalk/1.0.0
1-2147483647	1	1	https://api.swaggerhub.com/apis/pulsedns/PulseDNS/1.0.0
1-digit code	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
1.0, 9.6.41	1	1	https://api.swaggerhub.com/apis/dvjunior/ocs-inventory-api/1.0.0
10 Digits	1	9	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
123456789012|1234567890123456	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
123@abc	1	1	https://api.swaggerhub.com/apis/baljeet.singh/login/1.0.0
13-letter id	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
14-letter id	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
1452736523	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
1990-01-10	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
1=visible, 0=hidden, -1=pending deletion	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
1|2|3...	1	3	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
2-letter ISO country code	1	1	https://api.swaggerhub.com/apis/stinethebean/ClaimCompass-Microsoft2/1.0.0
200000	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
2015-05-15	1	2	https://api.swaggerhub.com/apis/jakubk/BCM-xG/1
2016-12-31 21:00	1	8	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
2016-12-31 21:00:00.344000	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
2017-03-10T09:12:33.001Z level: type: integer form...	1	1	https://api.swaggerhub.com/apis/SnehansuBhuyan/Test/1.0.0
24/12/2017	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
3-digit code	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
3-letter currency code, lower case	1	1	https://api.swaggerhub.com/apis/paulmandal/ads-api/1.0.0
3-letter state code	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
31/12/2017	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
32 characters	1	1	https://api.swaggerhub.com/apis/AIRMAP-kevin/user/0.0.2
3411	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
4 Digits	1	4	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
4-digit Australian postcode	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
408 character string.	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
450 character string.	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
48 bit MAC address	1	2	https://api.swaggerhub.com/apis/swamin7191/getTripEvent/1.0.0
5	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
5 Digits	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
5-digit code	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
5.90	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
50	1	1	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
5322905523	1	1	https://api.swaggerhub.com/apis/zezeron/hedefIN/v2
581cefbcassdfffabad8b8aded0.jpg	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
581cefbcf577abad8b8adea4181	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
581cefbcf577abad8b8adea4182	1	5	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
58337137f577ab5c3ffea8eb	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
5|10...	1	3	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
657364819919284.jpg	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
77788666622211	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
8	1	3	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
9-digit code	1	1	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
9011xxx	1	4	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
<<Name of doc| Profile | username>> and no_answers...	1	1	https://api.swaggerhub.com/apis/art/get_discussion/v1
<=2	1	1	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
<categoryid> or <categoryname>	1	1	https://api.swaggerhub.com/apis/LakanaEngineering/Lakana_RESTful_API_V2.13/2.13
?	1	3	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
A	1	1	https://api.swaggerhub.com/apis/ttkdroid/Test/1.0.0
A value returned from message-view-types endpoint	1	1	https://api.swaggerhub.com/apis/flipmokid/web-messaging_admin_api/0.0.13
AND OR What...	1	4	https://api.swaggerhub.com/apis/pelle1024/VNF/1.0.0
ARRAY	1	4	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
ASC or DESC in uppercase	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
ASC,DESC	1	4	https://api.swaggerhub.com/apis/mohanasrinivasan/RentSher/v1
Alias room sample	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Any string	1	2	https://api.swaggerhub.com/apis/fabianandres/ehb-api_definition/1.0.0
BSON ObjectID	1	1	https://api.swaggerhub.com/apis/mlipson/title2/1.0.0
BSON objectID	1	5	https://api.swaggerhub.com/apis/mlipson/title2/1.0.0
Base64 encoded	1	1	https://api.swaggerhub.com/apis/reine/Lanetalk/1.0.0
Basic xxxx	1	1	https://api.swaggerhub.com/apis/timfogarty-deluxe/SferaSAP/1.0.0
Basic: base64 encode	1	1	https://api.swaggerhub.com/apis/sparklemotion/snap-story_v_2_for_android/2.0.0
Bearer zasxcd123qwerf	1	18	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
Boolean	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
Bronze, Silver, Gold, Platinum	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
CHART	1	1	https://api.swaggerhub.com/apis/liang3404814/lc-lelab/3.0.0
Capitalized boolean	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Cash, Z8, Poynt	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
ChargeModeType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ChargePointType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ChargingFacilityType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ConnectorStandard	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
Cool party	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Credit, Redeem	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
DATE,PRICE,RELAVANCE	1	4	https://api.swaggerhub.com/apis/mohanasrinivasan/RentSher/v1
DESC (or ASC?)	1	1	https://api.swaggerhub.com/apis/anson/Testing3/0.0.1
